question,answer,source_utterance,source_context,source_label
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: I can't take it any more! So you win, okay? Pheebs? Flying a jet? Better make it a spaceship so that you can get back to your home planet! And Ross, phone call for you today. Tom Jones, he wants his pants back!

Target statement: ""And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh.","[""I can't take it any more! So you win, okay? Pheebs? Flying a jet? Better make it a spaceship so that you can get back to your home planet! And Ross, phone call for you today. Tom Jones, he wants his pants back!""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: How old is that sock!. If I had a sock on my hand for thirty years, it would be talking too.
  ROSS: Okay, I think its time to change somebody's nicotine patch.

Target statement: ""Joey ate my last stick of gum, so I killed him. Do you think that was wrong?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?","[""How old is that sock!. If I had a sock on my hand for thirty years, it would be talking too."", ""Okay, I think its time to change somebody's nicotine patch.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Still upset because I saw her boobies.
  ROSS: Well what? What were you doing seeing her boobies?

Target statement: ""It was an accident. Not like I was across the street with a telescope and a box of donuts.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,It was an accident. Not like I was across the street with a telescope and a box of donuts.,"[""Still upset because I saw her boobies."", ""Well what? What were you doing seeing her boobies?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PHOEBE: You know what I just realized? Joker is poker with a J. Coincidence?

Target statement: ""Hey, that's Joincidence with a C""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Hey, that's Joincidence with a C","[""You know what I just realized? Joker is poker with a J. Coincidence?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Rach rach, we gotta settle
  RACHEL: Settle what?

Target statement: ""The Jamestown colony of Virginia. You see King George is giving us the land, so.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"The Jamestown colony of Virginia. You see King George is giving us the land, so.","[""Rach rach, we gotta settle"", ""Settle what?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MONICA: Why wouldn't I be married when I am forty?
  CHANDLER: Oh no no no, I just meant hypothetically
  MONICA: Ok , hypothetically, why won't I be married when I am forty?
  CHANDLER: No
  MONICA: No, what is it? Is there something fundamentally unmarriable about me?

Target statement: ""Dear god, this parachute is a knapsack""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Dear god, this parachute is a knapsack","[""Why wouldn't I be married when I am forty?"", ""Oh no no no, I just meant hypothetically"", ""Ok , hypothetically, why won't I be married when I am forty?"", ""No"", ""No, what is it? Is there something fundamentally unmarriable about me?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: Hey, Chan. Can you help me out here, I promise I'll pay you back.

Target statement: ""Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars.","[""Hey, Chan. Can you help me out here, I promise I'll pay you back.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Anybody know a good tailor?
  JOEY: You needs some clothes altered?

Target statement: ""No, no, I am just looking for a man to draw on me with chalk.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No, no, I am just looking for a man to draw on me with chalk.","[""Anybody know a good tailor?"", ""You needs some clothes altered?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Hey
  MONICA: So how was Joan?
  CHANDLER: Broke up with her
  MONICA: Why
  ROSS: Don't tell me, because of the big nostril thing?

Target statement: ""I am telling you, when she leaned back, I could see her brain""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"I am telling you, when she leaned back, I could see her brain","[""Hey"", ""So how was Joan?"", ""Broke up with her"", ""Why"", ""Don't tell me, because of the big nostril thing?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  RACHEL: Hey Chandler? Monica just broke my sea-shell lamp.

Target statement: ""Me? I am gonna die alone!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Me? I am gonna die alone!,"[""Hey Chandler? Monica just broke my sea-shell lamp.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: Man, I sure miss Julie

Target statement: ""Spanish midgets wrestling Julie! Okay yes I see how they got there.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Spanish midgets wrestling Julie! Okay yes I see how they got there.,"[""Man, I sure miss Julie""]",1
