question,answer,source_text,source_label
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user who said that retarded nonsense?""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user who said that retarded nonsense?,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""I am the happiest person ever when @user wakes me up in the morning!""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I am the happiest person ever when @user wakes me up in the morning!,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Dear #USPS, if it has this address, it comes here. No matter the name. If there's a mistake, we'll fix it. #ThanksForTheAnnoyingNote""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Dear #USPS, if it has this address, it comes here. No matter the name. If there's a mistake, we'll fix it. #ThanksForTheAnnoyingNote",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user #do  #worry. They're Percey. @user got the same pair.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user #do  #worry. They're Percey. @user got the same pair.,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""A SMILE is a smile is a smile is a smile is a SMILE IS A MILLION PEOPLE STARING AT YOUR PISSED PANTS MANIC LAUGHTER smile""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,A SMILE is a smile is a smile is a smile is a SMILE IS A MILLION PEOPLE STARING AT YOUR PISSED PANTS MANIC LAUGHTER smile,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user @user I love when the wilfully ignorant embraces hate and still think they hold a moral high ground |""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user @user @user I love when the wilfully ignorant embraces hate and still think they hold a moral high ground |,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""It's okay, you know playing loud music during quiet hours is perfectly fine..  #somepplhavetostudy""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"It's okay, you know playing loud music during quiet hours is perfectly fine..  #somepplhavetostudy",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Is holding not a rule anymore?""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Is holding not a rule anymore?,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Yaaaayyy Valentine's Day stuff is out already 💕""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Yaaaayyy Valentine's Day stuff is out already 💕,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""#Ukraine's #President to #meet #Russian, #French, #German #leaders, #rules #out #offensive. via @user""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"#Ukraine's #President to #meet #Russian, #French, #German #leaders, #rules #out #offensive. via @user",0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user Spoiled, rancid food AND guns in the aisles? Rats in @user great.  #GroceriesNotGuns""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"@user @user Spoiled, rancid food AND guns in the aisles? Rats in @user great.  #GroceriesNotGuns",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user @user Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Of course I'm not nervous, I'm hyperventilating for fun.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Of course I'm not nervous, I'm hyperventilating for fun.",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user Haha go to Icelands x""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user Haha go to Icelands x,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""morelikes_app #necklace #sweet #you #running #inlove #iphoneonly #igers #russia  #sm...""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,morelikes_app #necklace #sweet #you #running #inlove #iphoneonly #igers #russia  #sm...,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""#TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,#TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Gotta record my favorite show Tamar&Vince season finale!!!💜""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Gotta record my favorite show Tamar&Vince season finale!!!💜,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""People who lie to me really help with my trust issues  #twittereantaboutlife""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,People who lie to me really help with my trust issues  #twittereantaboutlife,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Sorkin identified the 'attack on free speech' from Sony hackers before attacking the media for publishing the leaks  #SonyHack""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Sorkin identified the 'attack on free speech' from Sony hackers before attacking the media for publishing the leaks  #SonyHack,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user @user didn't you know that they removed the M16A3 because it was overpowered? :O""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user @user @user didn't you know that they removed the M16A3 because it was overpowered? :O,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""#instacraze  #addiction 😜 at""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,#instacraze  #addiction 😜 at,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user @user You're arguments are obviously very impacted by the fact this family were TSI in appearance.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user @user @user You're arguments are obviously very impacted by the fact this family were TSI in appearance.,0
